r_nrm, b_nrm, p_t_prior, likelihood, t_curve, ccm_index
0.200027, 0.349092, 1.6399999581e-008, 3.7265659194e-004
0.202737, 0.351307, 1.5716324242e-008, 4.7179902322e-004
0.205446, 0.353523, 1.5349696625e-008, 5.5718549993e-004
0.208156, 0.355738, 1.3633075113e-008, 5.0981622189e-004
0.210865, 0.357954, 1.0119136640e-008, 3.6894914228e-004
0.213575, 0.360169, 6.8977477063e-009, 2.0695746935e-004
0.216285, 0.362385, 4.3180272691e-009, 1.2480153237e-004
0.197318, 0.346877, 1.3991360959e-008, 2.4604768259e-004
0.194608, 0.344661, 1.0795390359e-008, 1.4156383986e-004
0.191898, 0.342446, 8.7251681435e-009, 1.0797842697e-004
0.189189, 0.340230, 5.5655249298e-009, 7.5559299148e-005
0.186479, 0.338015, 3.7247840368e-009, 4.6600682253e-005
0.183770, 0.335799, 2.3317345832e-009, 1.9167246137e-005
0.205027, 0.342977, 1.8199999730e-008, 5.1960558631e-004
0.207737, 0.345192, 1.9166247256e-008, 7.6423172140e-004
0.210446, 0.347408, 1.6867797825e-008, 7.9238583567e-004
0.213156, 0.349623, 1.3633075113e-008, 6.7018868867e-004
0.215865, 0.351838, 1.0119136640e-008, 5.0456961617e-004
0.218575, 0.354054, 6.8977477063e-009, 3.1494101859e-004
0.221285, 0.356269, 4.3180272691e-009, 1.9416300347e-004
0.202318, 0.340761, 1.5716324242e-008, 2.6432378218e-004
0.199608, 0.338546, 1.3831593648e-008, 1.3465576922e-004
0.196898, 0.336330, 9.9521448860e-009, 5.2583116485e-005
0.194189, 0.334115, 6.4762475382e-009, 1.5059691577e-005
0.191479, 0.331900, 4.4145589406e-009, 7.6678170444e-006
0.188770, 0.329684, 2.3749149314e-009, 4.1995153879e-006
0.210027, 0.336861, 1.9999999878e-008, 7.9622172052e-004
0.212737, 0.339077, 1.9166247256e-008, 9.2060776660e-004
0.215446, 0.341292, 1.6867797825e-008, 8.8545394829e-004
0.218156, 0.343508, 1.3633075113e-008, 7.5894291513e-004
0.220865, 0.345723, 1.0119136640e-008, 5.6880043121e-004
0.223575, 0.347939, 6.8977477063e-009, 3.8929228322e-004
0.226285, 0.350154, 4.3180272691e-009, 2.4197611492e-004
0.207318, 0.334646, 1.9166247256e-008, 4.9364147708e-004
0.204608, 0.332431, 1.5349696625e-008, 2.4053563538e-004
0.201898, 0.330215, 1.1179121628e-008, 9.4954964879e-005
0.199189, 0.328000, 7.3869697026e-009, 2.3925225832e-005
0.196479, 0.325784, 5.0353561321e-009, 1.0907356227e-005
0.193770, 0.323569, 2.7635373989e-009, 4.7383191486e-006
0.215027, 0.330746, 1.9999999878e-008, 9.3017390464e-004
0.217737, 0.332962, 1.9166247256e-008, 1.0759430006e-003
0.220446, 0.335177, 1.6867797825e-008, 1.0585414711e-003
0.223156, 0.337393, 1.3633075113e-008, 8.9038239093e-004
0.225865, 0.339608, 1.0119136640e-008, 6.4715364715e-004
0.228575, 0.341823, 6.8977477063e-009, 4.4746766798e-004
0.231285, 0.344039, 4.3180272691e-009, 2.8358303825e-004
0.212317, 0.328531, 1.9166247256e-008, 6.2541675288e-004
0.209608, 0.326315, 1.6867797825e-008, 3.5155433579e-004
0.206898, 0.324100, 1.2406098371e-008, 1.5018730483e-004
0.204189, 0.321884, 9.2084144754e-009, 5.4100048146e-005
0.201479, 0.319669, 5.6561537676e-009, 1.2880318536e-005
0.198770, 0.317454, 3.1521598665e-009, 4.6876930355e-006
0.220027, 0.324631, 1.9999999878e-008, 8.2029227633e-004
0.222737, 0.326846, 1.9166247256e-008, 9.5720204990e-004
0.225446, 0.329062, 1.6867797825e-008, 9.7540998831e-004
0.228156, 0.331277, 1.3633075113e-008, 8.6522841593e-004
0.230865, 0.333493, 1.0119136640e-008, 6.7359628156e-004
0.233575, 0.335708, 6.8977477063e-009, 4.6670774464e-004
0.236285, 0.337924, 4.3180272691e-009, 3.0141035677e-004
0.217317, 0.322416, 1.9166247256e-008, 5.7467859006e-004
0.214608, 0.320200, 1.6867797825e-008, 3.1362086884e-004
0.211898, 0.317985, 1.3633075113e-008, 1.6247089661e-004
0.209189, 0.315769, 1.0119136640e-008, 6.8766159529e-005
0.206479, 0.313554, 6.2769509590e-009, 2.2983913368e-005
0.203770, 0.311338, 3.9294048015e-009, 7.3296805567e-006
0.225027, 0.318516, 1.9999999878e-008, 9.8531448748e-004
0.227737, 0.320731, 1.9166247256e-008, 1.0874040890e-003
0.230446, 0.322947, 1.6867797825e-008, 1.0537117487e-003
0.233156, 0.325162, 1.3633075113e-008, 9.0738479048e-004
0.235865, 0.327377, 1.0119136640e-008, 7.0424663136e-004
0.238575, 0.329593, 6.5528609206e-009, 4.6996300807e-004
0.241285, 0.331808, 4.1021261943e-009, 2.9975158395e-004
0.222317, 0.316300, 1.9166247256e-008, 7.8207743354e-004
0.219608, 0.314085, 1.6867797825e-008, 5.2726070862e-004
0.216898, 0.311869, 1.3633075113e-008, 3.0234135920e-004
0.214189, 0.309654, 1.0119136640e-008, 1.4278070012e-004
0.211479, 0.307439, 6.8977477063e-009, 5.7786408433e-005
0.208770, 0.305223, 4.3180272691e-009, 3.2697469578e-005
0.230027, 0.312400, 1.9999999878e-008, 1.1999810813e-003
0.232737, 0.314616, 1.9166247256e-008, 1.2421269203e-003
0.235446, 0.316831, 1.6867797825e-008, 1.1531043565e-003
0.238156, 0.319047, 1.3633075113e-008, 9.6976390341e-004
0.240865, 0.321262, 9.6131795857e-009, 7.0535234408e-004
0.243575, 0.323478, 6.2079736907e-009, 4.6444401960e-004
0.246285, 0.325693, 3.6703231565e-009, 2.7697518817e-004
0.227317, 0.310185, 1.9166247256e-008, 1.0272716172e-003
0.224608, 0.307970, 1.6867797825e-008, 7.6935568359e-004
0.221898, 0.305754, 1.3633075113e-008, 4.8296479508e-004
0.219189, 0.303539, 1.0119136640e-008, 2.5134583120e-004
0.216479, 0.301323, 6.8977477063e-009, 1.0578874208e-004
0.213770, 0.299108, 4.3180272691e-009, 4.8539011914e-005
0.235027, 0.306285, 1.9999999878e-008, 1.4777146280e-003
0.237737, 0.308501, 1.9166247256e-008, 1.4563231962e-003
0.240446, 0.310716, 1.6024408467e-008, 1.2119818712e-003
0.243156, 0.312932, 1.2269767424e-008, 9.0247439221e-004
0.245865, 0.315147, 9.1072225317e-009, 6.8176974310e-004
0.248575, 0.317362, 5.8630860167e-009, 4.4700127910e-004
0.251285, 0.319578, 3.4544216376e-009, 2.6427171542e-004
0.232317, 0.304070, 1.9166247256e-008, 1.3744684402e-003
0.229608, 0.301854, 1.6867797825e-008, 1.0858140886e-003
0.226898, 0.299639, 1.3633075113e-008, 6.6433253232e-004
0.224189, 0.297424, 1.0119136640e-008, 3.1646224670e-004
0.221479, 0.295208, 6.8977477063e-009, 1.2664149108e-004
0.218770, 0.292993, 4.3180272691e-009, 5.0337836001e-005
0.240027, 0.300170, 1.8999999796e-008, 2.1195409354e-003
0.242737, 0.302385, 1.7249623951e-008, 1.7960509285e-003
0.245446, 0.304601, 1.5181019108e-008, 1.3795482228e-003
0.248156, 0.306816, 1.1588113580e-008, 9.5773476642e-004
0.250865, 0.309032, 8.0953093118e-009, 6.3574058004e-004
0.253575, 0.311247, 5.5181983427e-009, 4.1753723053e-004
0.256285, 0.313463, 3.2385205628e-009, 2.4167569063e-004
0.237317, 0.297955, 1.9166247256e-008, 2.1064637695e-003
0.234608, 0.295739, 1.6867797825e-008, 1.6992380843e-003
0.231898, 0.293524, 1.3633075113e-008, 1.1530593038e-003
0.229189, 0.291308, 1.0119136640e-008, 6.4993283013e-004
0.226479, 0.289093, 6.8977477063e-009, 2.9850372812e-004
0.223770, 0.286877, 4.3180272691e-009, 1.1327867833e-004
0.245027, 0.294055, 1.7999999713e-008, 2.4875102099e-003
0.247737, 0.296270, 1.6291309635e-008, 1.8492629752e-003
0.250446, 0.298486, 1.3494238615e-008, 1.3081474463e-003
0.253156, 0.300701, 1.0906459735e-008, 9.1615290148e-004
0.255865, 0.302916, 7.5893522578e-009, 5.8815092780e-004
0.258575, 0.305132, 4.8284238829e-009, 3.5566312727e-004
0.261285, 0.307347, 3.0226190439e-009, 2.1411025955e-004
0.242317, 0.291839, 1.7249623951e-008, 2.7486141771e-003
0.239608, 0.289624, 1.6024408467e-008, 2.7401449624e-003
0.236898, 0.287408, 1.3633075113e-008, 2.2248199675e-003
0.234189, 0.285193, 1.0119136640e-008, 1.6045026714e-003
0.231479, 0.282978, 6.8977477063e-009, 9.9277391564e-004
0.228770, 0.280762, 4.3180272691e-009, 5.0804379862e-004
0.250027, 0.287939, 1.5999999547e-008, 2.0519725513e-003
0.252737, 0.290155, 1.5332998871e-008, 1.4921225375e-003
0.255446, 0.292370, 1.2650848369e-008, 1.0467534885e-003
0.258156, 0.294586, 9.5431529346e-009, 6.9875339977e-004
0.260865, 0.296801, 7.0833956478e-009, 4.7429575352e-004
0.263575, 0.299017, 4.4835362090e-009, 2.8974795714e-004
0.266285, 0.301232, 2.5908164503e-009, 1.5701759548e-004
0.247317, 0.285724, 1.6291309635e-008, 2.7187445667e-003
0.244608, 0.283509, 1.5181019108e-008, 3.1683025882e-003
0.241898, 0.281293, 1.2951420381e-008, 2.7953600511e-003
0.239189, 0.279078, 9.6131795857e-009, 2.1976321004e-003
0.236479, 0.276862, 6.8977477063e-009, 1.6587165883e-003
0.233770, 0.274647, 4.3180272691e-009, 9.7864144482e-004
0.255027, 0.281824, 1.4999999465e-008, 1.3047547545e-003
0.257737, 0.284040, 1.4374685442e-008, 1.0342106689e-003
0.260446, 0.286255, 1.1807459011e-008, 7.0708093699e-004
0.263156, 0.288471, 8.8614982019e-009, 4.8761392827e-004
0.265865, 0.290686, 6.0714819838e-009, 3.1919556204e-004
0.268575, 0.292901, 4.1386489791e-009, 2.0728197705e-004
0.271285, 0.295117, 2.3749149314e-009, 1.0926834511e-004
0.252317, 0.279609, 1.5332998871e-008, 1.5765911667e-003
0.249608, 0.277393, 1.4337627974e-008, 2.3024426773e-003
0.246898, 0.275178, 1.1588113580e-008, 3.1738840044e-003
0.244189, 0.272963, 9.1072225317e-009, 3.7063797936e-003
0.241479, 0.270747, 6.5528609206e-009, 3.6179791205e-003
0.238770, 0.268532, 4.1021261943e-009, 2.4656311143e-003
0.260027, 0.275709, 1.4000000270e-008, 8.5207790835e-004
0.262737, 0.277924, 1.2458061249e-008, 4.8320210772e-004
0.265446, 0.280140, 1.0964068764e-008, 4.0966994129e-004
0.268156, 0.282355, 8.1798443574e-009, 3.0155610875e-004
0.270865, 0.284571, 5.5655249298e-009, 2.0007461717e-004
0.273575, 0.286786, 3.6213176902e-009, 1.2497167336e-004
0.276285, 0.289002, 2.2669643940e-009, 7.1490023402e-005
0.257317, 0.273494, 1.4374685442e-008, 1.7083415296e-003
0.254608, 0.271278, 1.2650848369e-008, 3.4172250889e-003
0.251898, 0.269063, 1.0906459735e-008, 6.2905387022e-003
0.249189, 0.266847, 8.6012654776e-009, 8.1796301529e-003
0.246479, 0.264632, 5.8630860167e-009, 7.4556730688e-003
0.243770, 0.262416, 3.8862242313e-009, 5.4555707611e-003
0.265027, 0.269594, 1.3000000187e-008, 1.0064835660e-003
0.267737, 0.271809, 1.1499748709e-008, 4.0357917896e-004
0.270446, 0.274025, 9.2772891591e-009, 2.4209647381e-004
0.273156, 0.276240, 7.4981914011e-009, 1.8146220827e-004
0.275865, 0.278455, 5.3125464028e-009, 1.2689417053e-004
0.278575, 0.280671, 3.4488738532e-009, 8.1534119090e-005
0.262317, 0.267378, 1.2458061249e-008, 2.8431562241e-003
0.259608, 0.265163, 1.1807459011e-008, 6.6097197123e-003
0.256898, 0.262947, 1.0224806779e-008, 1.1229706928e-002
0.254189, 0.260732, 7.5893522578e-009, 1.3177176006e-002
0.251479, 0.258517, 5.5181983427e-009, 1.2246827595e-002
0.248770, 0.256301, 3.6703231565e-009, 8.0709811300e-003
0.270027, 0.263479, 1.1000000022e-008, 1.3896990567e-003
0.272737, 0.265694, 1.0541436168e-008, 4.9927743385e-004
0.275446, 0.267909, 8.8555935918e-009, 2.7873372892e-004
0.278156, 0.270125, 6.8165375566e-009, 1.9672955386e-004
0.280865, 0.272340, 5.0595683199e-009, 1.4238168660e-004
0.267317, 0.261263, 1.1499748709e-008, 3.8819795009e-003
0.264608, 0.259048, 1.0964068764e-008, 8.2295173779e-003
0.261898, 0.256832, 8.8614982019e-009, 1.1366658844e-002
0.259189, 0.254617, 7.0833956478e-009, 1.2178326957e-002
0.256479, 0.252401, 5.1733111128e-009, 9.9853314459e-003
0.253770, 0.250186, 3.4544216376e-009, 6.4041269943e-003
0.275027, 0.257363, 1.0499999981e-008, 1.2507208157e-003
0.277737, 0.259579, 9.5831236280e-009, 4.8475194490e-004
0.280446, 0.261794, 8.4338989126e-009, 3.0807248550e-004
0.272317, 0.255148, 1.0541436168e-008, 2.8948802501e-003
0.269608, 0.252932, 9.2772891591e-009, 5.0563751720e-003
0.266898, 0.250717, 8.1798443574e-009, 7.1742772125e-003
0.264189, 0.248502, 6.5774390379e-009, 7.6232072897e-003
0.261479, 0.246286, 4.8284238829e-009, 5.6707551703e-003
0.258770, 0.244071, 3.0226190439e-009, 3.0168101657e-003
0.280027, 0.251248, 9.9999999392e-009, 1.0242902208e-003
0.277317, 0.249033, 1.0062280786e-008, 2.4639507756e-003
0.274608, 0.246817, 8.8555935918e-009, 4.0180692449e-003
0.271898, 0.244602, 7.4981914011e-009, 4.6472176909e-003
